name/season,injury,days
simon-zoller_21/22,Fitness,14
simon-zoller_21/22,Cruciate ligament tear,186
simon-zoller_20/21,muscular problems,14
simon-zoller_20/21,Torn lateral knee ligament,70
simon-zoller_19/20,Knee bruise,18
simon-zoller_19/20,Cut,4
silvere-ganvoula_19/20,muscular problems,22
soma-novothny_22/23,concussion,35
luis-hartwig_23/24,fracture,85
luis-hartwig_21/22,Corona virus,5
luis-hartwig_21/22,Adductor injury,97
andreas-linde_23/24,Ill,4
andreas-linde_23/24,Fitness,6
andreas-linde_23/24,Capsular injury,15
andreas-linde_22/23,Ill,6
andreas-linde_22/23,Calf injury,25
andreas-linde_22/23,Ill,3
andreas-linde_21/22,unknown injury,22
sascha-burchert_21/22,Corona virus,13
sascha-burchert_19/20,Back problems,7
marius-funk_22/23,Ill,5
marius-funk_22/23,Knee injury,24
marius-funk_21/22,Meniscus tear,116
leon-schaffran_22/23,Ill,4
leon-schaffran_20/21,Ankle injury,95
maximilian-bauer_21/22,Corona virus,13
maximilian-bauer_21/22,Head injury,6
maximilian-bauer_20/21,Hamstring injury,8
maximilian-bauer_19/20,Knee injury,20
maximilian-bauer_19/20,Ankle injury,12
luca-itter_23/24,Pubic bone irritation,51
luca-itter_23/24,Inflammation of pubic bone,99
luca-itter_23/24,muscular problems,3
luca-itter_23/24,Injury to abdominal muscles,14
luca-itter_22/23,infection,6
luca-itter_22/23,Fitness,2
luca-itter_22/23,Ill,5
luca-itter_22/23,Thigh problems,32
luca-itter_22/23,Inner ligament injury,18
luca-itter_21/22,Corona virus,6
luca-itter_21/22,Fitness,7
luca-itter_21/22,Corona virus,12
luca-itter_21/22,Hamstring strain,14
luca-itter_21/22,Outer ligament problems,6
luca-itter_20/21,Muscle injury,67
justin-hoogma_23/24,Calf injury,21
justin-hoogma_21/22,Ill,5
justin-hoogma_21/22,Corona virus,14
justin-hoogma_21/22,Knee medial ligament tear,68
justin-hoogma_20/21,Ankle injury,84
nick-viergever_23/24,unknown injury,10
nick-viergever_22/23,Broken toe,35
nick-viergever_22/23,Knee injury,80
nick-viergever_22/23,unknown injury,27
nick-viergever_21/22,Torn lateral ankle ligament,55
nick-viergever_20/21,Knock,42
nick-viergever_20/21,Corona virus,15
gideon-jung_23/24,Adductor injury,22
gideon-jung_23/24,Back problems,4
gideon-jung_22/23,Fitness,40
gideon-jung_22/23,Knee surgery,63
gideon-jung_22/23,Knee problems,11
gideon-jung_21/22,Fitness,23
gideon-jung_21/22,Knee problems,18
gideon-jung_21/22,Fitness,21
gideon-jung_21/22,Meniscus injury,127
gideon-jung_20/21,Fitness,6
gideon-jung_19/20,Hip problems,18
gideon-jung_19/20,Hamstring strain,17
gideon-jung_19/20,strain,11
abdourahmane-barry_21/22,Knock,5
abdourahmane-barry_20/21,Ligament injury,41
abdourahmane-barry_20/21,Adductor pain,38
jetro-willems_22/23,unknown injury,68
jetro-willems_22/23,Hamstring injury,12
jetro-willems_20/21,Fitness,122
jetro-willems_19/20,Cruciate ligament tear,246
jetro-willems_19/20,Groin injury,8
jetro-willems_19/20,Knee injury,10
jetro-willems_19/20,Knee injury,13
jetro-willems_19/20,Hamstring injury,1
marco-meyerhofer_23/24,muscular problems,9
marco-meyerhofer_23/24,muscular problems,4
marco-meyerhofer_23/24,Capsular injury,16
marco-meyerhofer_23/24,Calf problems,18
marco-meyerhofer_23/24,Ill,4
marco-meyerhofer_22/23,Fitness,9
marco-meyerhofer_22/23,Ankle surgery,26
marco-meyerhofer_22/23,strain,24
marco-meyerhofer_22/23,Ill,3
marco-meyerhofer_22/23,Fitness,34
marco-meyerhofer_21/22,Broken ankle,134
marco-meyerhofer_21/22,Corona virus,10
marco-meyerhofer_21/22,cold,4
marco-meyerhofer_21/22,bruise,14
marco-meyerhofer_19/20,Hamstring injury,42
simon-asta_23/24,Ill,2
simon-asta_23/24,Stomach flu,2
simon-asta_22/23,muscular problems,2
simon-asta_22/23,Ankle problems,3
simon-asta_22/23,Knee injury,7
simon-asta_21/22,Thigh problems,8
simon-asta_19/20,Cruciate ligament tear,207
max-christiansen_23/24,Back problems,66
max-christiansen_22/23,Ill,4
max-christiansen_22/23,Shoulder injury,8
max-christiansen_22/23,muscular problems,11
max-christiansen_21/22,Corona virus,11
max-christiansen_21/22,Thigh problems,10
max-christiansen_21/22,Ill,25
max-christiansen_20/21,Hairline crack in foot,24
max-christiansen_20/21,Torn muscle fiber,49
max-christiansen_20/21,Quarantine,7
max-christiansen_19/20,Mononucleation,17
adrian-fein_22/23,Hamstring injury,48
adrian-fein_22/23,Ill,4
adrian-fein_21/22,Thigh problems,44
adrian-fein_21/22,Fitness,21
adrian-fein_21/22,Corona virus,8
adrian-fein_19/20,Cheekbone surgery,14
sebastian-griesbeck_23/24,Thigh problems,7
sebastian-griesbeck_23/24,Muscle injury,13
sebastian-griesbeck_22/23,muscular problems,12
sebastian-griesbeck_22/23,Ill,4
sebastian-griesbeck_22/23,Calf injury,29
sebastian-griesbeck_22/23,Calf problems,8
sebastian-griesbeck_21/22,cold,6
sebastian-griesbeck_21/22,inflammation,20
sebastian-griesbeck_21/22,minor knock,4
sebastian-griesbeck_19/20,Knee medial ligament tear,43
nunoo-sarpei_22/23,Ill,3
nunoo-sarpei_21/22,Ankle injury,111
nunoo-sarpei_19/20,Knee injury,11
paul-seguin_23/24,Ill,19
paul-seguin_22/23,muscular problems,4
paul-seguin_21/22,Torn muscle fiber,35
paul-seguin_21/22,cold,10
paul-seguin_19/20,Back problems,10
paul-seguin_19/20,muscular problems,7
timothy-tillman_22/23,unknown injury,16
timothy-tillman_22/23,Leg injury,9
timothy-tillman_22/23,Ill,6
timothy-tillman_19/20,Fitness,22
jeremy-dudziak_23/24,Foot bruise,124
jeremy-dudziak_22/23,Fitness,2
jeremy-dudziak_22/23,Ill,5
jeremy-dudziak_22/23,Knock,4
jeremy-dudziak_22/23,Knee problems,6
jeremy-dudziak_21/22,Tonsillitis,4
jeremy-dudziak_21/22,Achilles tendon problems,45
jeremy-dudziak_21/22,Corona virus,11
jeremy-dudziak_21/22,Ankle injury,14
jeremy-dudziak_20/21,influenza,11
jeremy-dudziak_20/21,Shoulder injury,11
jeremy-dudziak_20/21,strain,14
jeremy-dudziak_20/21,Shoulder injury,7
jeremy-dudziak_19/20,muscle stiffness,7
jeremy-dudziak_19/20,Inner knee ligament tear,56
tobias-raschl_21/22,Groin problems,5
tobias-raschl_21/22,Groin problems,8
tobias-raschl_20/21,Foot injury,34
tobias-raschl_20/21,Ligament stretching,7
tobias-raschl_19/20,Ligament stretching,8
julian-green_23/24,Ankle problems,50
julian-green_23/24,Ankle problems,5
julian-green_22/23,Ill,4
julian-green_21/22,Back injury,4
julian-green_20/21,Corona virus,20
julian-green_19/20,Ankle problems,34
julian-green_19/20,Ankle ligament tear,40
julian-green_19/20,Inner ligament injury,66
nils-seufert_23/24,Ill,2
nils-seufert_23/24,Virus,19
nils-seufert_22/23,Fitness,14
nils-seufert_22/23,muscular problems,27
nils-seufert_21/22,Ankle injury,41
nils-seufert_21/22,Corona virus,13
nils-seufert_19/20,muscular problems,8
nils-seufert_19/20,Thigh problems,6
nils-seufert_19/20,Fitness,20
mert-yusuf-torlak_22/23,Fitness,19
mert-yusuf-torlak_22/23,Patellar tendon tear,70
mert-yusuf-torlak_21/22,Torn muscle fiber,39
mert-yusuf-torlak_21/22,cold,24
mert-yusuf-torlak_21/22,Patellar tendon irritation,42
jamie-leweling_21/22,Outer ligament tear,30
jamie-leweling_21/22,Corona virus,4
jamie-leweling_19/20,Syndesmosis ligament tear,49
branimir-hrgota_23/24,Ankle problems,5
branimir-hrgota_20/21,Adductor pain,7
branimir-hrgota_19/20,Fitness,8
jessic-ngankam_23/24,Torn muscle fiber,12
jessic-ngankam_22/23,Torn muscle fiber,70
jessic-ngankam_22/23,Knee injury,84
jessic-ngankam_21/22,Fitness,24
jessic-ngankam_21/22,Cruciate ligament tear,235
jessic-ngankam_20/21,Muscle injury,7
cedric-itten_23/24,Knock,37
cedric-itten_22/23,Neck injury,43
cedric-itten_21/22,Ill,64
cedric-itten_19/20,concussion,4
afimico-pululu_22/23,Knee problems,13
afimico-pululu_22/23,Fitness,13
afimico-pululu_22/23,Torn muscle bundle,46
afimico-pululu_21/22,Corona virus,11
afimico-pululu_20/21,muscular problems,42
afimico-pululu_20/21,muscular problems,15
afimico-pululu_19/20,muscular problems,4
havard-nielsen_23/24,Achilles tendon problems,51
havard-nielsen_21/22,Torn muscle fiber,55
havard-nielsen_21/22,Ankle injury,32
havard-nielsen_21/22,Knock,11
havard-nielsen_19/20,concussion,14
dickson-abiama_22/23,muscular problems,10
dickson-abiama_21/22,Corona virus,13
robin-kehr_21/22,Cruciate ligament tear,634
robin-kehr_21/22,Ankle injury,13
robin-kehr_21/22,Adductor pain,27
robin-kehr_20/21,Quarantine,39
robin-kehr_20/21,flu,8
robin-kehr_20/21,flu,7
robin-kehr_19/20,Fitness,37
robin-kehr_19/20,Knee injury,42
robin-kehr_19/20,Ankle problems,30
robin-kehr_19/20,Ankle problems,14
robin-kehr_19/20,Muscle injury,5
robin-kehr_19/20,Knee problems,63
manuel-neuer_23/24,Torn muscle fiber,19
manuel-neuer_23/24,Fitness,7
manuel-neuer_22/23,Lower leg fracture,311
manuel-neuer_22/23,Shoulder joint contusion,24
manuel-neuer_22/23,Corona virus,7
manuel-neuer_21/22,Knee surgery,32
manuel-neuer_21/22,Corona virus,14
manuel-neuer_21/22,Capsular injury,3
alexander-nubel_23/24,muscular problems,12
alexander-nubel_23/24,Hip problems,19
alexander-nubel_21/22,Head injury,5
alexander-nubel_21/22,stomach problems,4
alexander-nubel_20/21,Syndesmosis ligament tear,42
sven-ulreich_23/24,Ill,3
sven-ulreich_23/24,Capsular injury,4
sven-ulreich_23/24,infection,3
sven-ulreich_21/22,Back problems,5
sven-ulreich_21/22,Inner knee ligament tear,41
ron-thorben-hoffmann_23/24,Ill,3
ron-thorben-hoffmann_22/23,Corona virus,7
ron-thorben-hoffmann_21/22,Corona virus,13
ron-thorben-hoffmann_20/21,Knee injury,36
lukas-schneller_21/22,Hamstring injury,434
lukas-schneller_21/22,Foot injury,43
david-alaba_23/24,Cruciate ligament tear,226
david-alaba_23/24,Adductor pain,22
david-alaba_22/23,Hamstring injury,28
david-alaba_22/23,Muscle injury,25
david-alaba_21/22,Fitness,4
david-alaba_21/22,Adductor pain,21
david-alaba_21/22,Adductor pain,4
david-alaba_21/22,muscular problems,4
david-alaba_21/22,muscular problems,3
david-alaba_21/22,Corona virus,7
david-alaba_21/22,Corona virus,4
david-alaba_20/21,Muscle injury,4
david-alaba_20/21,muscular problems,4
david-alaba_20/21,Adductor pain,4
niklas-sule_23/24,Ill,7
niklas-sule_23/24,Ill,10
niklas-sule_22/23,Muscle injury,18
niklas-sule_21/22,influenza,14
niklas-sule_21/22,Torn muscle fiber,11
niklas-sule_21/22,Back problems,3
niklas-sule_21/22,Back problems,4
niklas-sule_21/22,Corona virus,17
niklas-sule_21/22,Hip flexor problems,3
niklas-sule_20/21,Torn muscle fiber,18
niklas-sule_20/21,Hamstring strain,3
niklas-sule_20/21,Knee bruise,4
niklas-sule_20/21,Quarantine,7
niklas-sule_19/20,Fitness,45
niklas-sule_19/20,Edema in the knee,28
benjamin-pavard_23/24,Patellar tendon dislocation,41
benjamin-pavard_23/24,Ill,7
benjamin-pavard_21/22,Corona virus,7
benjamin-pavard_21/22,Ankle injury,27
benjamin-pavard_20/21,Corona virus,20
benjamin-pavard_20/21,bruise,7
benjamin-pavard_20/21,Ligament injury,21
tanguy-nianzou_23/24,Hamstring injury,26
tanguy-nianzou_23/24,Hamstring injury,29
tanguy-nianzou_23/24,Hamstring injury,62
tanguy-nianzou_22/23,Hamstring injury,31
tanguy-nianzou_22/23,sprain,15
tanguy-nianzou_21/22,Corona virus,8
tanguy-nianzou_21/22,Shoulder injury,6
tanguy-nianzou_20/21,Fitness,47
tanguy-nianzou_20/21,Torn muscle bundle,51
tanguy-nianzou_20/21,Hamstring injury,60
jerome-boateng_23/24,unknown injury,28
jerome-boateng_23/24,unknown injury,15
jerome-boateng_22/23,Knee injury,54
jerome-boateng_22/23,Knock,53
jerome-boateng_20/21,Capsular injury,4
jerome-boateng_20/21,Torn muscle fiber,18
jerome-boateng_19/20,Stomach flu,3
jerome-boateng_19/20,muscle stiffness,2
jerome-boateng_19/20,Ill,4
chris-richards_22/23,Leg injury,57
chris-richards_21/22,Hamstring injury,73
chris-richards_21/22,Foot injury,59
chris-richards_20/21,Hamstring injury,73
chris-richards_20/21,minor knock,4
chris-richards_20/21,Calf problems,14
chris-richards_19/20,Ill,7
chris-richards_19/20,Ankle injury,45
bright-arrey-mbi_22/23,Ill,30
bright-arrey-mbi_21/22,unknown injury,5
bright-arrey-mbi_20/21,Broken nose bone,4
bright-arrey-mbi_20/21,cold,2
bright-arrey-mbi_20/21,Torn muscle fiber,20
josip-stanisic_23/24,Ill,2
josip-stanisic_22/23,Torn muscle fiber in the adductor area,14
josip-stanisic_22/23,Tonsillitis,7
josip-stanisic_21/22,Torn muscle bundle,53
josip-stanisic_21/22,Corona virus,10
josip-stanisic_20/21,concussion,7
josip-stanisic_19/20,Knee injury,119
josip-stanisic_19/20,Muscle injury,46
josip-stanisic_19/20,Muscle injury,21
kilian-senkbeil_19/20,Knee problems,137
kilian-senkbeil_19/20,Meniscus tear,53
alphonso-davies_23/24,Internal ligament strain,21
alphonso-davies_22/23,Torn muscle bundle,49
alphonso-davies_22/23,Torn muscle fiber,11
alphonso-davies_22/23,Head injury,3
alphonso-davies_22/23,muscular problems,4
alphonso-davies_21/22,heart problems,84
alphonso-davies_21/22,Corona virus,10
alphonso-davies_21/22,Thigh problems,7
alphonso-davies_21/22,Knee problems,3
alphonso-davies_21/22,Ankle injury,35
alphonso-davies_20/21,Torn ankle ligaments,46
lucas-hernandez_23/24,Cruciate ligament tear,214
lucas-hernandez_22/23,Cruciate ligament tear,219
lucas-hernandez_22/23,Torn muscle bundle,47
lucas-hernandez_21/22,muscular problems,4
lucas-hernandez_21/22,muscular problems,7
lucas-hernandez_21/22,Thigh problems,4
lucas-hernandez_21/22,Corona virus,14
lucas-hernandez_21/22,Meniscus tear,63
lucas-hernandez_20/21,Bruised ribs,4
lucas-hernandez_20/21,Thigh problems,4
lucas-hernandez_19/20,Tendon irritation,3
lucas-hernandez_19/20,Fitness,14
lucas-hernandez_19/20,Inner ankle ligament tear,88
lucas-hernandez_19/20,Knee bruise,10
remy-vita_23/24,Ill,11
remy-vita_21/22,Knee injury,25
remy-vita_21/22,Knee injury,39
remy-vita_20/21,Torn muscle fiber,12
alexander-lungwitz_23/24,Adductor pain,20
alexander-lungwitz_21/22,Corona virus,8
alexander-lungwitz_20/21,Adductor pain,5
joshua-kimmich_23/24,Shoulder injury,13
joshua-kimmich_23/24,Ill,7
joshua-kimmich_23/24,Ill,6
joshua-kimmich_23/24,muscular problems,2
joshua-kimmich_22/23,Corona virus,5
joshua-kimmich_21/22,Fitness,25
joshua-kimmich_21/22,Corona virus,17
joshua-kimmich_21/22,Quarantine,14
joshua-kimmich_20/21,influenza,4
joshua-kimmich_20/21,Meniscus damage,46
bouna-sarr_23/24,Cruciate ligament tear,182
bouna-sarr_22/23,Knee surgery,126
bouna-sarr_22/23,Fitness,7
bouna-sarr_21/22,Patellar tendon problems,42
bouna-sarr_21/22,Patellar tendon problems,21
bouna-sarr_21/22,Adductor injury,14
bouna-sarr_20/21,Tendonitis,21
bouna-sarr_20/21,Fitness,10
bouna-sarr_20/21,Corona virus,11
marc-roca_21/22,Torn lateral ankle ligament,45
marc-roca_20/21,unknown injury,17
marc-roca_20/21,unknown injury,7
javi-martinez_20/21,Corona virus,46
javi-martinez_20/21,Hamstring injury,29
javi-martinez_19/20,Fitness,4
javi-martinez_19/20,Torn muscle bundle,62
javi-martinez_19/20,Thigh problems,8
javi-martinez_19/20,Knee problems,18
adrian-fein_22/23,Hamstring injury,48
adrian-fein_22/23,Ill,4
adrian-fein_21/22,Thigh problems,44
adrian-fein_21/22,Fitness,21
adrian-fein_21/22,Corona virus,8
adrian-fein_19/20,Cheekbone surgery,14
angelo-stiller_22/23,Knee problems,9
angelo-stiller_22/23,Pelvic contusion,6
angelo-stiller_22/23,unknown injury,8
angelo-stiller_22/23,Ligament tear,21
angelo-stiller_21/22,Ill,11
angelo-stiller_21/22,Shin bruise,7
angelo-stiller_21/22,Ill,4
maximilian-zaiser_21/22,Ill,8
maximilian-zaiser_21/22,unknown injury,30
leon-goretzka_23/24,Ill,7
leon-goretzka_23/24,muscular problems,3
leon-goretzka_23/24,Broken hand,11
leon-goretzka_22/23,Thigh problems,5
leon-goretzka_22/23,Corona virus,7
leon-goretzka_22/23,Knee surgery,38
leon-goretzka_21/22,Fitness,7
leon-goretzka_21/22,Hip problems,105
leon-goretzka_21/22,cold,7
leon-goretzka_21/22,Rest,3
leon-goretzka_20/21,Torn muscle fiber,42
leon-goretzka_20/21,strain,7
leon-goretzka_20/21,Calf problems,7
leon-goretzka_20/21,Corona virus,18
leon-goretzka_20/21,muscular problems,14
corentin-tolisso_23/24,Ankle injury,7
corentin-tolisso_22/23,Strain in the thigh and gluteal muscles,39
corentin-tolisso_22/23,Strain in the thigh and gluteal muscles,29
corentin-tolisso_22/23,unknown injury,2
corentin-tolisso_21/22,Torn muscle fiber,24
corentin-tolisso_21/22,Torn muscle fiber,21
corentin-tolisso_21/22,Corona virus,14
corentin-tolisso_21/22,minor knock,3
corentin-tolisso_21/22,Calf problems,39
corentin-tolisso_21/22,Corona virus,11
corentin-tolisso_20/21,Tendon rupture,82
corentin-tolisso_20/21,muscular problems,12
corentin-tolisso_20/21,Muscle injury,12
corentin-tolisso_20/21,muscular problems,8
corentin-tolisso_19/20,Ankle surgery,71
michael-cuisance_23/24,influenza,10
michael-cuisance_23/24,Hip flexor problems,1
michael-cuisance_23/24,Ligament injury,3
michael-cuisance_22/23,muscular problems,49
michael-cuisance_22/23,Muscle fatigue,6
michael-cuisance_21/22,unknown injury,6
michael-cuisance_21/22,muscular problems,14
michael-cuisance_21/22,Quarantine,5
michael-cuisance_20/21,ankle sprain,15
michael-cuisance_20/21,Quarantine,5
michael-cuisance_19/20,Ankle injury,23
michael-cuisance_19/20,Ill,3
michael-cuisance_19/20,Groin injury,9
michael-cuisance_19/20,Adductor pain,8
tiago-dantas_23/24,unknown injury,7
tiago-dantas_23/24,unknown injury,20
tiago-dantas_21/22,Corona virus,8
jamal-musiala_23/24,Knee problems,9
jamal-musiala_23/24,Rest,2
jamal-musiala_23/24,Tendon irritation,3
jamal-musiala_23/24,minor knock,3
jamal-musiala_23/24,Hamstring injury,25
jamal-musiala_23/24,Torn muscle fiber,16
jamal-musiala_22/23,Hamstring injury,11
jamal-musiala_22/23,Corona virus,3
jamal-musiala_22/23,laceration wound,3
jamal-musiala_22/23,strain,4
jamal-musiala_21/22,infection,4
jamal-musiala_21/22,Corona virus,7
jamal-musiala_21/22,Quarantine,3
jamal-musiala_21/22,Quarantine,7
jamal-musiala_20/21,Fitness,17
christopher-scott_23/24,Back problems,17
christopher-scott_23/24,Back problems,82
christopher-scott_22/23,Hamstring injury,11
christopher-scott_22/23,Hamstring injury,18
christopher-scott_21/22,Knee problems,53
malik-tillman_23/24,unknown injury,12
malik-tillman_23/24,minor knock,10
malik-tillman_22/23,Hamstring injury,60
malik-tillman_22/23,Hamstring injury,28
malik-tillman_21/22,Corona virus,9
malik-tillman_21/22,Knock,23
malik-tillman_20/21,Fitness,96
malik-tillman_20/21,Cruciate ligament tear,168
kingsley-coman_23/24,Adductor injury,34
kingsley-coman_23/24,muscular problems,4
kingsley-coman_23/24,Knee medial ligament tear,50
kingsley-coman_23/24,Torn muscle fiber,20
kingsley-coman_23/24,muscular problems,3
kingsley-coman_22/23,Knock,5
kingsley-coman_22/23,Torn muscle fiber,28
kingsley-coman_21/22,muscular problems,7
kingsley-coman_21/22,Corona virus,18
kingsley-coman_21/22,Torn muscle fiber,14
kingsley-coman_21/22,muscular problems,4
kingsley-coman_21/22,heart problems,25
kingsley-coman_21/22,Calf injury,7
kingsley-coman_21/22,minor knock,7
serge-gnabry_23/24,Torn muscle bundle,67
serge-gnabry_23/24,Torn muscle fiber,19
serge-gnabry_23/24,Muscle injury,85
serge-gnabry_23/24,Ill,4
serge-gnabry_23/24,Forearm fracture,28
serge-gnabry_23/24,Hip problems,7
serge-gnabry_22/23,Ankle problems,29
serge-gnabry_22/23,Capsular injury,3
serge-gnabry_22/23,Hand injury,7
serge-gnabry_21/22,influenza,10
serge-gnabry_21/22,Adductor pain,3
serge-gnabry_21/22,Quarantine,3
serge-gnabry_21/22,Quarantine,7
serge-gnabry_20/21,Corona virus,17
serge-gnabry_20/21,Torn muscle fiber in the adductor area,14
leroy-sane_23/24,Rest,11
leroy-sane_23/24,Inflammation of pubic bone,11
leroy-sane_23/24,Pubic bone irritation,4
leroy-sane_23/24,Knee problems,6
leroy-sane_22/23,Knee problems,1
leroy-sane_22/23,Torn muscle fiber,17
leroy-sane_21/22,Corona virus,10
leroy-sane_20/21,Capsular injury,24
leroy-sane_19/20,Cruciate ligament tear,217
douglas-costa_23/24,Muscle injury,9
douglas-costa_23/24,Shoulder injury,6
douglas-costa_22/23,Leg injury,37
douglas-costa_22/23,Calf injury,35
douglas-costa_20/21,Hairline crack in foot,121
douglas-costa_20/21,Adductor injury,33
douglas-costa_19/20,Hamstring muscle injury,20
douglas-costa_19/20,Hamstring injury,19
douglas-costa_19/20,Muscle injury,43
daniels-ontuzans_23/24,Thigh problems,14
daniels-ontuzans_22/23,Dental surgery,118
daniels-ontuzans_22/23,muscular problems,45
daniels-ontuzans_21/22,muscular problems,19
daniels-ontuzans_20/21,muscular problems,4
daniels-ontuzans_20/21,Thigh problems,6
daniels-ontuzans_19/20,Torn ankle ligaments,149
thomas-muller_23/24,Adductor injury,4
thomas-muller_22/23,Hip problems,21
thomas-muller_22/23,Stomach flu,4
thomas-muller_22/23,muscular problems,4
thomas-muller_22/23,cold,4
thomas-muller_22/23,Corona virus,5
thomas-muller_21/22,cold,7
thomas-muller_21/22,Corona virus,7
thomas-muller_21/22,Adductor pain,4
thomas-muller_20/21,Corona virus,14
leon-dajaku_23/24,Muscle strain,18
leon-dajaku_21/22,Appendectomy,29
leon-dajaku_20/21,Corona virus,14
leon-dajaku_20/21,Foot injury,58
leon-dajaku_19/20,unknown injury,20
leon-dajaku_19/20,muscular problems,5
leon-dajaku_19/20,Ankle injury,8
armindo-sieb_23/24,Dental surgery,4
armindo-sieb_20/21,Fitness,39
armindo-sieb_20/21,Ligament injury,79
robert-lewandowski_23/24,Ankle injury,22
robert-lewandowski_22/23,Hamstring injury,12
robert-lewandowski_21/22,Rest,1
robert-lewandowski_20/21,Ligament stretching,23
robert-lewandowski_20/21,Rest,2
robert-lewandowski_19/20,Shin injury,28
robert-lewandowski_19/20,Groin surgery,26
joshua-zirkzee_23/24,Hamstring muscle injury,22
joshua-zirkzee_22/23,Ankle injury,3
joshua-zirkzee_22/23,Adductor injury,20
joshua-zirkzee_22/23,inflammation,40
joshua-zirkzee_20/21,Inner ligament injury,72
joshua-zirkzee_20/21,Lumbago,17
joshua-zirkzee_20/21,Quarantine,11
joshua-zirkzee_20/21,Quarantine,8
eric-maxim-choupo-moting_23/24,Ill,6
eric-maxim-choupo-moting_22/23,Knee problems,35
eric-maxim-choupo-moting_22/23,Knee problems,9
eric-maxim-choupo-moting_22/23,Back problems,20
eric-maxim-choupo-moting_22/23,Stomach flu,6
eric-maxim-choupo-moting_22/23,Groin problems,25
eric-maxim-choupo-moting_21/22,Corona virus,11
eric-maxim-choupo-moting_21/22,Fitness,25
eric-maxim-choupo-moting_21/22,Corona virus,17
eric-maxim-choupo-moting_21/22,Quarantine,7
eric-maxim-choupo-moting_21/22,Muscle injury,10
eric-maxim-choupo-moting_20/21,Back problems,10
eric-maxim-choupo-moting_19/20,Knock,28
eric-maxim-choupo-moting_19/20,Back injury,14
fiete-arp_23/24,Tendon tear,98
fiete-arp_21/22,Corona virus,8
fiete-arp_20/21,Torn muscle fiber,20
fiete-arp_19/20,muscular problems,14
fiete-arp_19/20,Arm injury,38
fiete-arp_19/20,Scaphoid fracture,36
fiete-arp_19/20,Ill,12
dimitri-oberlin_22/23,unknown injury,39
dimitri-oberlin_22/23,unknown injury,13
dimitri-oberlin_22/23,unknown injury,7
dimitri-oberlin_21/22,unknown injury,48
dimitri-oberlin_21/22,unknown injury,6
dimitri-oberlin_21/22,unknown injury,63
dimitri-oberlin_20/21,muscular problems,4
dimitri-oberlin_19/20,unknown injury,2
roman-burki_20/21,cold,3
roman-burki_20/21,Shoulder injury,23
roman-burki_20/21,infection,5
roman-burki_20/21,Hip problems,3
roman-burki_19/20,infection,6
roman-burki_19/20,Cut,17
marwin-hitz_23/24,unknown injury,6
marwin-hitz_23/24,Achilles tendon problems,11
marwin-hitz_22/23,unknown injury,6
marwin-hitz_22/23,Ill,3
marwin-hitz_22/23,unknown injury,2
marwin-hitz_22/23,unknown injury,4
marwin-hitz_22/23,Ill,2
marwin-hitz_21/22,Knock,19
marwin-hitz_20/21,Capsule rupture,21
marwin-hitz_20/21,minor knock,3
marwin-hitz_19/20,Back problems,4
marwin-hitz_19/20,Injury to abdominal muscles,7
luca-unbehaun_23/24,strain,7
luca-unbehaun_23/24,concussion,8
luca-unbehaun_22/23,Back problems,25
luca-unbehaun_21/22,Hand injury,84
luca-unbehaun_21/22,Syndesmosis ligament tear,17
stefan-drljaca_23/24,Torn muscle bundle,116
manuel-akanji_23/24,unknown injury,24
manuel-akanji_21/22,minor knock,3
manuel-akanji_21/22,Torn muscle fiber,27
manuel-akanji_21/22,Calf problems,9
manuel-akanji_21/22,Knee surgery,35
manuel-akanji_20/21,Torn muscle fiber,23
manuel-akanji_20/21,Knee problems,6
manuel-akanji_20/21,Corona virus,14
manuel-akanji_19/20,muscular problems,14
dan-axel-zagadou_23/24,Cruciate ligament tear,151
dan-axel-zagadou_22/23,Foot injury,7
dan-axel-zagadou_22/23,Torn ankle ligaments,29
dan-axel-zagadou_22/23,influenza,4
dan-axel-zagadou_22/23,Ill,3
dan-axel-zagadou_21/22,Torn muscle fiber,24
dan-axel-zagadou_21/22,Corona virus,18
dan-axel-zagadou_20/21,Knee surgery,196
dan-axel-zagadou_20/21,Torn muscle fiber,39
dan-axel-zagadou_20/21,Torn lateral knee ligament,109
dan-axel-zagadou_19/20,Torn lateral knee ligament,66
dan-axel-zagadou_19/20,Muscle fiber tear,11
mats-hummels_23/24,Rest,2
mats-hummels_23/24,infection,10
mats-hummels_22/23,Thigh problems,0
mats-hummels_22/23,cold,7
mats-hummels_22/23,Hip problems,3
mats-hummels_21/22,Muscle injury,80
mats-hummels_21/22,Corona virus,7
mats-hummels_21/22,cold,4
mats-hummels_21/22,Patellar tendon problems,21
mats-hummels_21/22,Patellar tendon problems,49
mats-hummels_20/21,Knee problems,3
mats-hummels_20/21,Hamstring strain,7
mats-hummels_20/21,Ankle injury,18
mats-hummels_19/20,Stomach flu,7
axel-witsel_21/22,infection,7
axel-witsel_20/21,Achilles tendon rupture,154
axel-witsel_19/20,muscular problems,14
axel-witsel_19/20,Facial injury,24
axel-witsel_19/20,Torn muscle fiber in the adductor area,14
raphael-guerreiro_23/24,Ankle injury,13
raphael-guerreiro_23/24,Torn muscle fiber,15
raphael-guerreiro_23/24,Torn muscle fiber,33
raphael-guerreiro_23/24,Fitness,24
raphael-guerreiro_23/24,Torn muscle bundle,41
raphael-guerreiro_22/23,muscular problems,10
raphael-guerreiro_22/23,Thigh problems,14
raphael-guerreiro_22/23,Ill,4
raphael-guerreiro_21/22,Rest,4
